dataFrom,Date,review_x,Rating,Extracted_Dev_Response,Dev_Response_Time,Clean_Review,Topic_Number,Topic_Name,Issue,Positive_Score,Negative_Score,Neutral_Score,Compound_Score,NPS_Score_Indiv,NPS_Category
googlePlay,2023-11-29 17:04:32.599000+00:00,"I not be able to log in GXS bank today after I pay off my 1st outstanding loan. Is there a bug or hack? I hope my $ was offset for the loan. Even even I restart, power on off my phone, after updating the app, I unable to log in. When I log in with fingerprint, keep loading. Pls help.",1,"Hey Peishan, we're sorry to hear about your experience and appreciate you taking the time to share your feedback with us. 🙏 For us to assist you better, please reach out to us via email at help@gxs.com.sg or our 24/7 support hotline at 3105 2055. 👀",2023-11-29 18:53:40.845000+00:00,"['bank', 'today', 'loan', 'hack', 'hope', 'offset', 'loan', 'restart', 'power', 'phone', 'fingerprint', 'help']",7,Competition,Difficulty logging in,0.16,0.02,0.82,0.8591,10.0,Promoter
googlePlay,2023-11-25 12:03:26.335000+00:00,"Seriously makes you wonder how grab and singtel took so long to come up with an app and there is no simple things like adding a payee. The debit card was only recently released when trust came up with a proper product more than a year ago with a proper rewards programme. Just like its owners, GXS is a failure.",1,"Hi there. We're sorry to hear about your experience. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏
",2023-11-25 12:58:06.544000+00:00,"['wonder', 'grab', 'singtel', 'simple', 'thing', 'payee', 'debit', 'card', 'trust', 'proper', 'product', 'year', 'proper', 'reward', 'programme', 'owner', 'failure']",3,Services & Products,Long waiting list,0.159,0.101,0.74,0.6369,9.0,Promoter
googlePlay,2023-11-24 16:50:23.939000+00:00,"Why do the app ask me to rate on Play Store if my rating on the app is 5, but there was no such questions when I put a 1 rating on the app? It encourages unfair ratings on the Play Store.",1,"Hey, Randy! If you need any help or have any feedback, please feel free to reach out to us at help@gxs.com.sg, and let us know! We’re all ears and would be happy to hear them. This’d allow us to have the opportunity to make things right for you and improve the app experience for all. 😉🙏",2023-11-24 17:46:18.769000+00:00,"['rate', 'play', 'store', 'rating', 'question', 'rating', 'unfair', 'rating', 'play', 'store']",3,Services & Products,Long waiting list,0.164,0.132,0.703,0.1779,6.0,Detractor
googlePlay,2023-11-22 08:40:50.352000+00:00,"Great interest rates and card spending rebates, and the app is also simple and easy to use.",5,"Thanks for your positive feedback! We're delighted to hear you appreciate our competitive interest rates, card spending rebates, and find our app user-friendly. Your satisfaction is our priority! 🤩",2023-11-22 09:19:48.578000+00:00,"['interest', 'rate', 'card', 'spending', 'rebate', 'simple']",1,Money Growth (Interest Rates),Low interest rate,0.417,0.0,0.583,0.875,10.0,Promoter
googlePlay,2023-11-21 00:00:18.107000+00:00,"Reminder, please up to date your app for users to activate Gxs debit physical card. Currently facing a small issue with logging in my GXS app & only through the app. + 5 secret digit number to input. All the best to new peeps have same trouble as me.... Cheers.",4,"Hey, Fuse! Our app indeed works best on the latest version as we do continuously improve on bugs, fixes and new updates. If you’re still encountering the issue, do feel free to get in touch with us so that we can take a closer look into it for you. 🙏",2023-11-21 00:41:51.970000+00:00,"['reminder', 'please', 'date', 'user', 'activate', 'debit', 'card', 'issue', 'secret', 'digit', 'number', 'input', 'peep', 'trouble', 'cheer']",3,Services & Products,Long waiting list,0.186,0.046,0.768,0.802,9.0,Promoter
googlePlay,2023-11-16 09:52:15.376000+00:00,Hang when i want to log in with sing pass,1,"Hi DingJie! We're sorry to hear about your experience. We would love to help you resolve this quickly. Please contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 🙏",2023-11-17 01:50:09.638000+00:00,"['hang', 'want', 'pas']",1,Money Growth (Interest Rates),Low interest rate,0.126,0.0,0.874,0.0772,5.0,Detractor
googlePlay,2023-11-16 05:01:32.631000+00:00,Cannot set up my account in redmi 8T. Reach the email 2FA before I key in the numbers App closed,1,"We're sorry for the hassle you've encountered. While we'd love to swoop in and fix everything right away, it seems like we need a closer look at the mischievous error you're facing. 🙏 Please drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 😊",2023-11-16 05:24:53.445000+00:00,"['account', 'redmi', 'reach', 'email', 'number']",6,Login & Account Setup,Difficulty logging in,0.055,0.0,0.945,0.0258,5.0,Detractor
googlePlay,2023-11-16 02:29:04.830000+00:00,"Easy to use, clear info and rapid yet secure transactions. Highly recommend.",5,"Hey Alvin! We've gotta say, your app-solutely awesome review had us doing a victory dance. 💜 We're glad our GXS app is easy to use and thank you so much for your 5-star review! 🤩",2023-11-16 03:53:56.481000+00:00,"['info', 'secure', 'transaction', 'recommend']",7,Competition,Difficulty logging in,0.572,0.0,0.428,0.8655,10.0,Promoter
googlePlay,2023-11-16 01:24:54.997000+00:00,Ease of use and payments,5,"Hey Shaifuddin, you've just made our day with your incredible app-tastic feedback! 🎉 Glad to know that our app is easy to use! 💜",2023-11-16 02:03:22.793000+00:00,"['ease', 'payment']","3,8",Services & Products & Safety,,0.385,0.0,0.615,0.3612,7.0,Passive
googlePlay,2023-11-15 23:14:57.580000+00:00,Easy to use & very helpful 👌,5,Hi there! 🤗 We can't thank you enough for leaving a 5-star review. We're glad to hear that our app has met your expectations and that you've had a positive experience. We really appreciate the support! 🤩💜,2023-11-15 23:49:13.352000+00:00,,,,,,,,,,
googlePlay,2023-11-14 04:04:37.427000+00:00,"Dumbest banking app ever. Get your own people to put 5*, never seen such app before, if you are good then make the app good and give 3.48%",1,"We're sorry to hear you feel that way, Tat Keong. Your feedback matters to us, and we're constantly working on improvements. If you have any specific features in mind, let us know! We'd love to make our app better for you. Thanks for sharing your thoughts.🙏",2023-11-14 05:48:18.239000+00:00,"['dumbest', 'banking']",9,Customer trust,Difficulty processing application,0.17,0.097,0.733,0.3612,7.0,Passive
googlePlay,2023-11-12 06:45:00.258000+00:00,Been waiting since july to open an account.. Remembered that i sign up for early access first time round and was told would be informed once new slots are available for sign up.. As weeks goes by i see that other people were invited to open an account but not me.. Now 4 mths later am trying again and signed up again for early access..,1,"Hi Zam! 💜Thank you for your interest in opening a GXS Savings Account. As of now, slots for the GXS Savings Account have been taken up. We're working to open up new slots as soon as we can. We hope to serve you as soon as we can! 🙏🚀",2023-11-12 07:50:50.985000+00:00,"['july', 'account', 'sign', 'access', 'time', 'round', 'told', 'slot', 'sign', 'week', 'account', 'access']",3,Services & Products,Long waiting list,0.0,0.0,1.0,0.0,5.0,Detractor
googlePlay,2023-11-11 03:02:17.477000+00:00,Easy & fast approval of loan with reasonable interest rates. GXS is giving other banks a run for their $$$. All the best GXS Bank!,5,"Hi Sajeev! Thank you for your wonderful feedback. Your review made our day! Great to know that you like the app hassle free and fast loan approval and also the interest rates we offer. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",2023-11-11 03:57:54.404000+00:00,"['fast', 'approval', 'loan', 'interest', 'rate', 'bank', 'bank']","0,1",App Responsiveness & Money Growth (Interest Rates),,0.443,0.0,0.557,0.9422,10.0,Promoter
googlePlay,2023-11-10 20:48:55.560000+00:00,Ease of use.,5,Hey Eileen! We're glad to hear that our app has met your expectations and that you've had a positive experience. Thank you and we really appreciate your support! 💜,2023-11-10 21:21:25.357000+00:00,,,,,,,,,,
googlePlay,2023-11-10 08:50:38.129000+00:00,Great bank..Good interest rate,5,Hi Eric! We appreciate your 5 stars review. We are thrilled to know that you like the interest rate we offer for our account! Thanks for taking the time to leave your feedback! We strive to serve you better! 🙏 💜 🚀,2023-11-10 10:50:47.928000+00:00,"['bank', 'interest', 'rate']",1,Money Growth (Interest Rates),Low interest rate,0.78,0.0,0.22,0.7964,9.0,Promoter
googlePlay,2023-11-10 08:45:46.379000+00:00,Super efficient 👍,5,"Hey Raihanah! Thank you for your 5 stars review. We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩 Thank you for your support and please keep using the GXS app! 💜",2023-11-10 10:07:34.726000+00:00,"['super', 'efficient']",9,Customer trust,Difficulty processing application,0.77,0.0,0.23,0.7717,9.0,Promoter
googlePlay,2023-11-10 07:19:33.524000+00:00,Easy of use,5,We're delighted to receive your 5-star rating and appreciate your feedback! 👍 Thank you for continued support in using our app! 💜,2023-11-10 08:19:12.716000+00:00,,,,,,,,,,
googlePlay,2023-11-10 07:07:05.644000+00:00,Ease of use,5,Hey there! We're so glad to hear that our app has met your expectations and that you've had a positive experience. 💜 Thank you for your 5-star rating and for being a loyal customer! 🤗,2023-11-10 08:26:13.390000+00:00,,,,,,,,,,
googlePlay,2023-11-10 06:50:24.717000+00:00,Superb,5,Hey there! Your 5-star rating means a lot to us and we're grateful for your positive feedback. 🙏 Thank you for your support and for using the GXS app! 💜,2023-11-10 08:07:16.950000+00:00,,,,,,,,,,
googlePlay,2023-11-09 09:04:21.964000+00:00,Almost perfect; I want to transfer via bank account number but they do no allow me to save the bank details so I'm stuck twitch manually entering the details everytime when I need to do transfer which can be prone to human error.,4,"Thank you for sharing your suggestion with us, Brendan.💜 While we do not have that feature for now, rest assured that this is captured as part of our continuous improvement process.🚀",2023-11-09 09:38:04.249000+00:00,"['perfect', 'want', 'transfer', 'bank', 'account', 'number', 'bank', 'detail', 'stuck', 'twitch', 'detail', 'everytime', 'need', 'transfer', 'prone', 'human', 'error']",0,App Responsiveness,Difficulties in account registration,0.163,0.159,0.677,-0.201,4.0,Detractor
googlePlay,2023-11-08 21:27:00.210000+00:00,"Terrible, don't use this bank",1,"Hey, Shah! This is not the experience that we’d want you to have. Could you please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055? We’d be happy to hear your thoughts and make things right for you! 🙏",2023-11-08 22:13:54.508000+00:00,,,,,,,,,,
googlePlay,2023-11-06 09:04:47.837000+00:00,Friendly user,5,Hi Dennis! Thank you for your 5 stars review. 💜We are thrilled to know that you like our app! We work hard to meet expectations like yours and we’re happy to hear we hit the mark for you.🙏🤩,2023-11-10 10:56:22.255000+00:00,,,,,,,,,,
googlePlay,2023-11-04 08:47:39.607000+00:00,Worst rate you will ever find. Bank interest are much more forgiving. This app calculate and told me about 8.5% Per/annum. Total outrageous. That's close to ah long rate . Horrible horrible. Straight away uninstalled,1,Hey there! Thank you for your feedback and we’re sorry to make you feel this way. 🙏 Please feel free to contact us via our 24/7 hotline at (+65) 3105 2055 so that we can address your concerns directly. We're all ears. 💜,2023-11-04 09:39:46.846000+00:00,"['rate', 'bank', 'interest', 'calculate', 'told', 'annum', 'rate', 'straight']",1,Money Growth (Interest Rates),Low interest rate,0.16,0.285,0.555,-0.8074,1.0,Detractor
googlePlay,2023-10-30 02:30:33.908000+00:00,I hope the GXS Bank can given the interest 10% p.a as deposit $1 into the saving account as a free gift .,3,"Thanks for sharing your suggestion with us, John.❤ We appreciate your support, and do stay tuned to our social media for more exciting news! 🚀🙏",2023-10-30 03:15:11.424000+00:00,"['hope', 'bank', 'interest', 'deposit', 'account', 'gift']",4,User Interface,Poor login functionality,0.389,0.0,0.611,0.9022,10.0,Promoter
googlePlay,2023-10-24 16:43:25.687000+00:00,False advertising of rates.,1,Hi Gilbert! Thank you for bringing this to our attention. We apologize if you found our rates to be misleading. We take feedback seriously and are committed to further improvement. Please contact our support team hotline at (+65) 3105 2055 so that we can address your concerns directly. We're here 24/7. Thank you! 🙏,2023-10-24 22:44:11.770000+00:00,"['advertising', 'rate']","1,8",Money Growth (Interest Rates) & Safety,,0.0,0.0,1.0,0.0,5.0,Detractor
