dataFrom,date,review,clean_review,Topic,key,Positive Score,Negative Score,Neutral Score,Compound Score,nps_indiv,nps_category,rating,extracted_devresp,devresp_time
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,No option to add payees,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Insecure app,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Doesn t work on phone,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Slow registration process with SingPass,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2022-10-04,No more long waits and tons of paperwork to open a bank account. Looking forward to how GXS can generate a stronger value proposition for consumers.,"['wait', 'ton', 'paperwork', 'bank', 'account', 'generate', 'value', 'proposition', 'consumer']",Credit card usage,Others,0.166,0.073,0.762,0.4215,7,Passive,5,Hi there! We aim to create a better banking experience for everyone. A win for us is when banking is a win for you. We can't wait to get everyone onboard our revolution! 🚀,2022-10-06T01:55:09Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Inability to save payments,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Issues with GXS apps linked to Grab app,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Receiving email invites from GXS,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Request for SingPass sign in feature,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Lack of transparency and access to funds,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Authenticity concerns,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Inability to join or open account,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Digital savings bank account issues,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,SingPass sign in problems,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,App crashing and freezing,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Scan QR code failure,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Lack of customer support,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-12-06,Like to use GXS apps that is link to Grabs apps for easy to transfer money from saving to topup Grabs account.,"['apps', 'link', 'grab', 'apps', 'transfer', 'money', 'topup', 'grab', 'account']",Customer Services,Others,0.213,0.0,0.787,0.6597,8,Promoter,5,"Thank you for taking the time to leave us this wonderful review, GW1188! We're delighted to hear that it is easy for you to use our GXS account on your Grab App! 😄",2023-12-07T17:50:35Z
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Difficulty logging in,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Poor customer service,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Issues with Singpass,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Problems with opening the app,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Lack of auto startup,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Loan application issues,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Display overlay issues,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Top up issues,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Pocket account issues,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Inability to save pay,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Unclear instructions,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Lack of responsiveness,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Issues with PayNow QR,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Slow response time,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Sign up issues,0.276,0.0,0.724,0.6369,8,Promoter,5,,
appStore,2023-11-18,Best digital bank in my opinion I prefer this over its competitors:),"['digital', 'bank', 'opinion', 'prefer', 'competitor']",Competition,Issues with user interface UI,0.276,0.0,0.724,0.6369,8,Promoter,5,,
